,CodigoEspecie,Familia,especie,nombre,sinonimo,uicn,endemismo,migracion
0,UTPL_A0001,30,Aburria aburri,Wattled Guan,null,0,null,null
1,UTPL_A0002,37,Accipiter bicolor,Bicolored Hawk,null,1,null,null
2,UTPL_A0004,37,Accipiter superciliosus,Tiny Hawk,null,1,null,null
3,UTPL_A0005,37,Accipiter ventralis,Plain-breasted Hawk,null,0,null,null
4,UTPL_A0006,40,Actitis macularius,Spotted Sandpiper,null,1,null,MB
5,UTPL_A0007,48,Adelomyia melanogenys,Speckled Hummingbird,null,1,null,null
6,UTPL_A0008,47,Aeronautes montivagus,White-tipped Swift,null,1,null,null
7,UTPL_A0009,48,Aglaeactis cupripennis,Shining Sunbeam,null,1,null,null
8,UTPL_A0010,48,Aglaiocercus coelestis,Violet-tailed Sylph,null,1,null,null
9,UTPL_A0011,48,Aglaiocercus kingi,Long-tailed Sylph,null,1,null,null
10,UTPL_A0012,62,Agriornis albicauda, White-tailed shrike-tyrant,null,2,null,null
11,UTPL_A0013,38,Amaurolimnas concolor,Uniform Crake,null,0,null,null
12,UTPL_A0014,76,Amaurospiza concolor,Blue Seedeater,null,0,null,null
13,UTPL_A0015,48,Amazilia amabilis,Blue-chested Hummingbird,null,0,null,null
14,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
15,UTPL_A0017,48,Amazilia franciae,Andean Emerald,null,1,null,null
16,UTPL_A0018,48,Amazilia rosenbergi,Purple-chested Hummingbird,null,0,B-Ch,null
17,UTPL_A0019,48,Amazilia tzacatl,Rufous-tailed Hummingbird,null,1,null,null
18,UTPL_A0020,56,Amazona autumnalis,Red-lored Parrot,null,0,null,null
19,UTPL_A0021,56,Amazona farinosa,Mealy Amazon,null,0,null,null
20,UTPL_A0022,78,Amblycercus holosericeus,Yellow-billed Cacique,null,1,null,null
21,UTPL_A0024,63,Ampelioides tschudii,Scaled Fruiteater,null,1,null,null
22,UTPL_A0025,63,Ampelion rubrocristatus,Red-crested Cotinga,null,1,null,null
23,UTPL_A0027,61,Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,null,1,null,null
24,UTPL_A0028,62,Anairetes nigrocristatus,Black-crested Tit-Tyrant,null,1,S-SO,null
25,UTPL_A0029,62,Anairetes parulus,Tufted Tit-Tyrant,null,1,null,null
26,UTPL_A0031,82,Anas bahamensis,White-cheeked Pintail,null,1,null,null
27,UTPL_A0032,82,Anas cyanoptera,Cinnamon Teal,null,0,null,MB-D
28,UTPL_A0033,82,Anas discors,Blue-winged Teal,null,1,null,MB
29,UTPL_A0034,82,Anas georgica,Yellow-billed Pintail,null,0,null,null
30,UTPL_A0035,53,Andigena hypoglauca,Gray-breasted Mountain-Toucan,null,3,null,null
31,UTPL_A0036,73,Anisognathus igniventris,Scarlet-bellied Mountain-Tanager,null,1,null,null
32,UTPL_A0037,73,Anisognathus notabilis,Black-chinned Mountain-Tanager,null,1,LOcA,null
33,UTPL_A0038,48,Anthracothorax nigricollis,Black-throated Mango,null,0,null,null
34,UTPL_A0040,40,Aphriza virgata,Surfbird,null,0,null,MB
35,UTPL_A0041,56,Ara ambiguus,Great Green Macaw,null,0,null,null
36,UTPL_A0042,56,Ara severus,Chestnut-fronted Macaw,null,0,null,null
37,UTPL_A0043,38,Aramides axillaris,Rufous-necked Wood-Rail,null,1,null,null
38,UTPL_A0044,38,Aramides wolfi,Brown Wood-Rail,null,0,B-Ch,null
39,UTPL_A0045,109,Aramus guarauna,Limpkin,null,0,null,null
40,UTPL_A0046,56,Aratinga weddellii,Dusky-headed Parakeet,null,1,null,null
41,UTPL_A0047,34,Ardea alba,Great Egret,null,1,null,MB - C ?
42,UTPL_A0048,34,Ardea cocoi,Cocoi Heron,null,1,null,null
43,UTPL_A0049,34,Ardea herodias,Great Blue Heron,null,1,null,MB - D
44,UTPL_A0050,40,Arenaria interpres,Ruddy Turnstone,null,0,null,MB
45,UTPL_A0051,75,Arremon abeillei,Black-capped Sparrow,null,1,BT - RM,null
46,UTPL_A0052,75,Arremon assimilis,Gray-browed Brush-Finch,null,0,null,null
47,UTPL_A0053,75,Arremon aurantiirostris,Orange-billed Sparrow,null,1,null,null
48,UTPL_A0054,75,Arremon brunneinucha,Chestnut-capped Brush-Finch,Atlapetes brunneinucha,1,null,null
49,UTPL_A0056,75,Arremonops conirostris,Black-striped Sparrow,null,1,null,null
50,UTPL_A0057,43,Asio flammeus,Short-eared Owl,null,0,null,null
51,UTPL_A0059,61,Asthenes flammulata,Many-striped Canastero,null,1,null,null
52,UTPL_A0060,61,Asthenes griseomurina,Mouse-colored Thistletail,Schizoeaca griseomurina�,1,LVI,null
53,UTPL_A0062,79,Astragalinus psaltria,Lesser Goldfinch,null,0,null,null
54,UTPL_A0063,43,Athene cunicularia,Burrowing Owl,Speotyto cunicularia,0,null,null
55,UTPL_A0064,75,Atlapetes albiceps,White-headed Brush-Finch,null,1,BT,null
56,UTPL_A0065,75,Atlapetes latinuchus,Yellow-breasted Brush-Finch,null,1,null,null
57,UTPL_A0066,75,Atlapetes leucopterus,White-winged Brush-Finch,null,1,LVI,null
58,UTPL_A0067,75,Atlapetes pallidiceps,Pale-headed Brush-Finch,null,0,S-SO,null
59,UTPL_A0068,75,Atlapetes pallidinucha,Pale-naped Brush-Finch,null,1,null,null
60,UTPL_A0069,75,Atlapetes seebohmi,Bay-crowned Brush-Finch,null,1,S-SO,null
61,UTPL_A0071,68,Atticora tibialis,White-thighed Swallow,null,0,null,null
62,UTPL_A0072,62,Attila spadiceus,Bright-rumped Attila,null,0,null,null
63,UTPL_A0073,62,Attila torridus,Ochraceous Attila,null,2,BT,null
64,UTPL_A0075,53,Aulacorhynchus haematopygus,Crimson-rumped Toucanet,null,1,null,null
65,UTPL_A0076,53,Aulacorhynchus prasinus,Emerald Toucanet,null,1,null,null
66,UTPL_A0077,61,Automolus ochrolaemus,Buff-throated Foliage-gleaner,null,0,null,null
67,UTPL_A0078,51,Baryphthengus martii,Rufous Motmot,null,1,null,null
68,UTPL_A0079,77,Basileuterus trifasciatus,Three-banded Warbler,null,1,S-SO,null
69,UTPL_A0080,77,Basileuterus tristriatus,Three-striped Warbler,null,1,null,null
70,UTPL_A0081,48,Boissonneaua jardini,Velvet-purple Coronet,null,1,LOcA,null
71,UTPL_A0082,48,Boissonneaua matthewsii,Chestnut-breasted Coronet,null,1,null,null
72,UTPL_A0084,34,Botaurus pinnatus,Pinnated Bittern,null,1,null,null
73,UTPL_A0085,56,Brotogeris pyrrhopterus,Gray-cheeked Parakeet,null,4,BT,null
74,UTPL_A0086,56,Brotogeris versicolurus,Canary-winged Parakeet,null,0,null,null
75,UTPL_A0087,43,Bubo virginianus,Great Horned Owl,null,1,null,null
76,UTPL_A0088,34,Bubulcus ibis,Cattle Egret,null,1,null,MB - C ?
77,UTPL_A0089,100,Burhinus superciliaris,Peruvian Thick-knee,null,0,null,null
78,UTPL_A0090,37,Buteo albigula,White-throated Hawk,null,1,null,null
79,UTPL_A0091,37,Buteo albonotatus,Zone-tailed Hawk,null,1,null,null
80,UTPL_A0092,37,Buteo brachyurus,Short-tailed Hawk,null,1,null,null
81,UTPL_A0093,37,Buteo nitidus,Gray-lined Hawk,Asturina nitida,1,null,null
82,UTPL_A0094,37,Buteo platypterus,Broad-winged Hawk,null,1,null,MB
83,UTPL_A0095,37,Buteo swainsoni,Swainsons Hawk,null,1,null,MB -D-P
84,UTPL_A0096,37,Buteogallus anthracinus,Common Black-Hawk,null,0,null,null
85,UTPL_A0097,37,Buteogallus meridionalis,Savanna Hawk,null,1,null,null
86,UTPL_A0098,37,Buteogallus solitarius,Solitary Eagle,null,3,null,null
87,UTPL_A0099,37,Buteogallus urubitinga,Great Black-Hawk,null,1,null,null
88,UTPL_A0101,73,Buthraupis montana,Hooded Mountain-Tanager,null,1,null,null
89,UTPL_A0102,34,Butorides striata,Striated Heron,null,1,null,null
90,UTPL_A0103,78,Cacicus cela,Yellow-rumped Cacique,null,1,null,null
91,UTPL_A0104,78,Cacicus mycrorhynchus,Scarlet-rumped Cacique,null,0,null,null
92,UTPL_A0106,82,Cairina moschata,Muscovy Duck,null,1,null,null
93,UTPL_A0107,40,Calidris bairdii,Bairds Sandpiper,null,0,null,MB - P
94,UTPL_A0108,40,Calidris canutus,Red Knot,null,0,null,MB - P
95,UTPL_A0109,40,Calidris fuscicollis,White-rumped Sandpiper,null,0,null,MB - P
96,UTPL_A0110,40,Calidris himantopus,Stilt Sandpiper,null,0,null,MB
97,UTPL_A0111,40,Calidris mauri,Western Sandpiper,null,0,null,MB
98,UTPL_A0112,40,Calidris melanotos,Pectoral Sandpiper,null,0,null,MB - P
99,UTPL_A0113,40,Calidris minutilla,Least Sandpiper,null,0,null,MB
100,UTPL_A0114,40,Calidris pusilla,Semipalmated Sandpiper,null,0,null,MB
101,UTPL_A0115,48,Calliphlox mitchellii,Purple-throated Woodstar,null,1,null,null
102,UTPL_A0116,54,Campephilus gayaquilensis,Guayaquil Woodpecker,null,3,BT,null
103,UTPL_A0119,62,Camptostoma obsoletum,Southern Beardless-Tyrannulet,null,1,null,null
104,UTPL_A0120,61,Campylorhamphus pusillus,Brown-billed Scythebill,null,1,null,null
105,UTPL_A0121,61,Campylorhamphus trochilirostris,Red-billed Scythebill,null,1,null,null
106,UTPL_A0122,69,Campylorhynchus fasciatus,Fasciated Wren,Campylorhynchus fasciatus,1,BT,null
107,UTPL_A0123,69,Campylorhynchus zonatus,Band-backed Wren,null,0,null,null
108,UTPL_A0124,69,Cantorchilus nigricapillus,Bay Wren,Thryothorus nigricapillus,0,null,null
109,UTPL_A0125,69,Cantorchilus superciliaris,Superciliated Wren,Tryothorus superciliaris,0,BT,null
110,UTPL_A0126,103,Capito squamatus,Orange-fronted Barbet,null,0,B-Ch,null
111,UTPL_A0127,62,Capsiempis flaveola,Yellow Tyrannulet,null,1,null,null
112,UTPL_A0128,55,Caracara cheriway,Crested Caracara,null,1,null,null
113,UTPL_A0130,63,Carpodectes hopkei,Black-tipped Cotinga,null,0,null,null
114,UTPL_A0131,73,Catamblyrhynchus diadema,Plushcap,null,1,null,null
115,UTPL_A0132,73,Catamenia analis,Band-tailed Seedeater,null,1,null,null
116,UTPL_A0133,73,Catamenia inornata,Plain-colored Seedeater,null,1,null,null
117,UTPL_A0134,35,Cathartes aura,Turkey Vulture,null,1,null,MB - C 
118,UTPL_A0135,72,Catharus dryas,Spotted Nightingale-Thrush,null,1,null,null
119,UTPL_A0136,72,Catharus fuscater,Slaty-backed Nightingale-Thrush,null,1,null,null
120,UTPL_A0137,72,Catharus ustulatus,'Swainson''s Thrush',null,1,null,MB
121,UTPL_A0138,54,Celeus loricatus,Cinnamon Woodpecker,null,0,null,null
122,UTPL_A0139,63,Cephalopterus penduliger,Long-wattled Umbrellabird,null,2,B-Ch,null
123,UTPL_A0141,57,Cercomacra nigricans,Jet Antbird,null,0,null,null
124,UTPL_A0142,57,Cercomacra tyrannina,Dusky Antbird,null,0,null,null
125,UTPL_A0143,48,Chaetocercus berlepschi,Esmeraldas Woodstar,null,0,BT,null
126,UTPL_A0144,48,Chaetocercus bombus,Little Woodstar,Acestrura bombus,2,BT,null
127,UTPL_A0145,48,Chaetocercus mulsant,White-bellied Woodstar,null,1,null,null
128,UTPL_A0146,47,Chaetura brachyura,Short-tailed Swift,null,1,null,null
129,UTPL_A0147,47,Chaetura cinereiventris,Gray-rumped Swift,null,1,null,null
130,UTPL_A0150,48,Chalybura buffonii,White-vented Plumeleteer,null,1,null,null
131,UTPL_A0151,30,Chamaepetes goudotii,Sickle-winged Guan,null,1,null,null
132,UTPL_A0152,85,Charadrius collaris,Collared Plover,null,1,null,null
133,UTPL_A0153,85,Charadrius nivosus,Snowy Plover,null,0,null,null
134,UTPL_A0154,85,Charadrius semipalmatus,Semipalmated Plover,null,0,null,MB 
135,UTPL_A0155,85,Charadrius vociferus,Killdeer,null,1,null,MB
136,UTPL_A0156,85,Charadrius wilsonia,Wilson�s Plover,null,0,null,null
137,UTPL_A0158,50,Chloroceryle americana,Green Kingfisher,null,1,null,null
138,UTPL_A0159,73,Chlorochrysa phoenicotis,Glistening-green Tanager,null,1,LOcA,null
139,UTPL_A0160,73,Chlorophanes spiza,Green Honeycreeper,null,1,null,null
140,UTPL_A0162,73,Chlorornis riefferii,Grass-green Tanager,null,1,null,null
141,UTPL_A0163,75,Chlorospingus canigularis,Ashy-throated Bush-Tanager,null,1,null,null
142,UTPL_A0164,75,Chlorospingus flavigularis,Yellow-throated Bush-Tanager,null,1,null,null
143,UTPL_A0165,73,Chlorospingus ophthalmicus,Yellow-throated Chlorospingus,null,1,null,null
144,UTPL_A0167,76,Chlorothraupis stolzmanni,Ochre-breasted Tanager,null,1,LOcA,null
145,UTPL_A0168,37,Chondrohierax uncinatus,Hook-billed Kite,null,1,null,null
146,UTPL_A0169,46,Chordeiles acutipennis,Lesser Nighthawk,null,1,null,null
147,UTPL_A0171,92,Chroicocephalus cirrocephalus,Gray-hooded Gull,Larus cirrocephalus,0,null,null
148,UTPL_A0172,43,Ciccaba nigrolineata,Black-and-white Owl,null,1,null,null
149,UTPL_A0173,43,Ciccaba virgata,Mottled Owl,null,1,null,null
150,UTPL_A0175,71,Cinclus leucocephalus,White-capped Dipper,null,1,null,null
151,UTPL_A0176,69,Cinnycerthia unirufa,Rufous Wren,null,1,null,null
152,UTPL_A0177,37,Circus cinereus,Cinereous Harrier,null,0,null,null
153,UTPL_A0178,69,Cistothorus platensis,Sedge Wren,null,1,null,null
154,UTPL_A0180,41,Claravis pretiosa,Blue Ground-Dove,null,1,null,null
155,UTPL_A0181,61,Clibanornis rubiginosus,Ruddy Foliage-gleaner,null,0,null,null
156,UTPL_A0182,62,Cnipodectes subbrunneus,Brownish Twistwing,null,1,null,null
157,UTPL_A0183,42,Coccycua minuta,Little Cuckoo,Piaya minuta,1,null,null
158,UTPL_A0184,42,Coccyzus erythropthalmus,Black-billed Cuckoo,null,1,null,MB
159,UTPL_A0185,42,Coccyzus lansbergi,Gray-capped Cuckoo,null,1,null,null
160,UTPL_A0186,48,Coeligena coeligena,null,null,1,null,null
161,UTPL_A0187,48,Coeligena iris,Rainbow Starfrontlet,null,1,S-SO,null
162,UTPL_A0189,48,Coeligena torquata,Collared Inca,null,1,null,null
163,UTPL_A0190,73,Coereba flaveola,Bananaquit,null,1,null,null
164,UTPL_A0191,54,Colaptes rubiginosus,Golden-olive Woodpecker,Piculus rubiginosus,1,null,null
165,UTPL_A0192,54,Colaptes rupicola,Andean Flicker,null,1,null,null
166,UTPL_A0193,48,Colibri coruscans,Sparkling Violetear,null,1,null,null
167,UTPL_A0194,48,Colibri delphinae,Brown Violetear,null,1,null,null
168,UTPL_A0196,41,Columba livia,Rock Pigeon,null,0,null,null
169,UTPL_A0197,41,Columbina buckleyi,Ecuadorian Ground-Dove,null,1,BT,null
170,UTPL_A0198,41,Columbina cruziana,Croaking Ground-Dove,null,1,null,null
171,UTPL_A0199,41,Columbina minuta,Plain-breasted Ground-Dove,null,0,null,null
172,UTPL_A0200,73,Conirostrum cinereum,Cinereous Conebill,null,0,null,null
173,UTPL_A0201,73,Conirostrum sitticolor,Blue-backed Conebill,null,1,null,null
174,UTPL_A0202,62,Conopias albovittatus,White-ringed Flycatcher,null,0,null,null
175,UTPL_A0204,73,Conothraupis speculigera,Black-and-white Tanager,null,3,null,MI
176,UTPL_A0205,62,Contopus cinereus,Tropical Pewee,null,1,BT SSP,null
177,UTPL_A0206,62,Contopus cooperi,Olive-sided Flycatcher,Contopus borealis,3,null,MB
178,UTPL_A0207,62,Contopus fumigatus,Smoke-colored Pewee,null,1,null,null
179,UTPL_A0208,62,Contopus sordidulus,Western Wood-Pewee,null,1,null,MB
180,UTPL_A0210,35,Coragyps atratus,Black Vulture,null,1,null,null
181,UTPL_A0212,61,Cranioleuca antisiensis,Line-cheeked Spinetail,null,1,S-SO,null
182,UTPL_A0213,61,Cranioleuca erythrops,Red-faced Spinetail,null,0,null,null
183,UTPL_A0214,30,Crax rubra,Great Curassow,null,0,null,null
184,UTPL_A0215,42,Crotophaga ani,Smooth-billed Ani,null,0,null,null
185,UTPL_A0216,42,Crotophaga major,Greater Ani,null,0,null,null
186,UTPL_A0217,42,Crotophaga sulcirostris,Groove-billed Ani,null,1,null,null
187,UTPL_A0218,37,Cryptoleucopteryx plumbea,Plumbeous Hawk,Leucopternis plumbea,0,null,null
188,UTPL_A0219,64,Cryptopipo holochlora,Green Manakin,null,0,null,null
189,UTPL_A0220,29,Crypturellus berlepschi,Berlepsch�s Tinamou,null,0,B-Ch,null
190,UTPL_A0222,29,Crypturellus soui,Little Tinamou,null,1,null,null
191,UTPL_A0223,29,Crypturellus transfasciatus,Pale-browed Tinamou,null,3,BT,null
192,UTPL_A0225,73,Cyanerpes caeruleus,Purple Honeycreeper,null,1,null,null
193,UTPL_A0226,76,Cyanocompsa cyanoides,Blue-black Grosbeak,null,1,null,null
194,UTPL_A0227,67,Cyanocorax mystacalis,White-tailed Jay,null,1,BT,null
195,UTPL_A0229,67,Cyanolyca turcosa,Turquoise Jay,null,1,null,null
196,UTPL_A0230,66,Cyclarhis gujanensis,Rufous-browed Peppershrike,null,1,null,null
197,UTPL_A0231,57,Cymbilaimus lineatus,Fasciated Antshrike,null,0,null,null
198,UTPL_A0232,69,Cyphorhinus phaeocephalus,Song Wren,null,1,null,null
199,UTPL_A0233,69,Cyphorhinus phaeocephalus,Song Wren,null,1,null,null
200,UTPL_A0234,73,Dacnis berlepschi,Scarlet-breasted Dacnis,null,0,B-Ch,null
201,UTPL_A0235,73,Dacnis cayana,Blue Dacnis,null,1,null,null
202,UTPL_A0236,73,Dacnis lineata,Black-faced Dacnis,null,1,null,null
203,UTPL_A0237,73,Dacnis venusta,Scarlet-thighed Dacnis,null,0,null,null
204,UTPL_A0238,48,Damophila julie,Violet-bellied Hummingbird,null,1,null,null
205,UTPL_A0239,61,Dendrocincla fuliginosa,Plain-brown Woodcreeper,null,1,null,null
206,UTPL_A0241,61,Dendrocolaptes sanctithomae,Northern Barred-Woodcreeper,null,0,null,null
207,UTPL_A0242,82,Dendrocygna autumnalis,Black-bellied Whistling-Duck,null,1,null,null
208,UTPL_A0244,73,Diglossa albilatera,White-sided Flowerpiercer,null,1,null,null
209,UTPL_A0246,73,Diglossa cyanea,Masked Flowerpiercer,null,1,null,null
210,UTPL_A0247,73,Diglossa humeralis,Black Flowerpiercer,null,1,null,null
211,UTPL_A0248,73,Diglossa indigotica,Indigo Flowerpiercer,null,1,LOcA,null
212,UTPL_A0249,73,Diglossa lafresnayii,Glossy Flowerpiercer,null,1,null,null
213,UTPL_A0250,73,Diglossa sittoides,Rusty Flowerpiercer,null,1,null,null
214,UTPL_A0251,48,Discosura conversii,Green Thorntail,Popelaira conversii,1,null,null
215,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
216,UTPL_A0255,54,Dryocopus lineatus,Lineated Woodpecker,null,0,null,null
217,UTPL_A0256,57,Dysithamnus mentalis,Plain Antvireo,null,1,null,null
218,UTPL_A0257,57,Dysithamnus puncticeps,Spot-crowned Antvireo,null,0,null,null
219,UTPL_A0258,34,Egretta caerulea,Little Blue Heron,null,1,null,MB - C ?
220,UTPL_A0259,34,Egretta thula,Snowy Egret,null,1,null,null
221,UTPL_A0260,34,Egretta tricolor,Tricolored Heron,null,1,null,MB - C 
222,UTPL_A0261,62,Elaenia albiceps,White-crested Elaenia,null,0,null,null
223,UTPL_A0262,62,Elaenia flavogaster,Yellow-bellied Elaenia,null,1,null,null
224,UTPL_A0264,62,Elaenia pallatangae,Sierran Elaenia,null,1,null,null
225,UTPL_A0265,37,Elanoides forficatus,Swallow-tailed Kite,null,1,null,MB - C 
226,UTPL_A0266,51,Electron platyrhynchum,Broad-billed Motmot,null,1,null,null
227,UTPL_A0267,62,Empidonax virescens,Acadian Flycatcher,null,1,null,MB
228,UTPL_A0269,57,Epinecrophylla fulviventris,Checker-throated Antwren,Myrmotherula fulviventris,1,null,null
229,UTPL_A0270,48,Eriocnemis vestita,Glowing Puffleg,Eriocnemis vestitus,1,null,null
230,UTPL_A0271,103,Eubucco bourcierii,Red-headed Barbet,null,0,null,null
231,UTPL_A0272,57,Euchrepomis callinota,Rufous-rumped Antwren,Terenura callinota,0,null,null
232,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
233,UTPL_A0274,79,Euphonia cyanocephala,Golden-rumped Euphonia,null,1,null,null
234,UTPL_A0275,79,Euphonia fulvicrissa,Fulvous-vented Euphonia,null,0,null,null
235,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
236,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,1,null,null
237,UTPL_A0279,79,Euphonia xanthogaster,Orange-bellied Euphonia,null,1,null,null
238,UTPL_A0280,39,Eurypyga helias,Sunbittern,null,1,null,null
239,UTPL_A0281,62,Euscarthmus meloryphus,Tawny-crowned Pygmy-Tyrant,null,1,null,null
240,UTPL_A0282,48,Eutoxeres aquila,White-tipped Sicklebill,null,1,null,null
241,UTPL_A0283,55,Falco columbarius,Merlin,null,1,null,MB
242,UTPL_A0284,55,Falco femoralis,Aplomado Falcon,null,1,null,null
243,UTPL_A0285,55,Falco peregrinus,Peregrine Falcon,null,0,null,MB-C
244,UTPL_A0286,55,Falco rufigularis,Bat Falcon,null,1,null,null
245,UTPL_A0287,55,Falco sparverius,American Kestrel,null,1,null,null
246,UTPL_A0288,48,Florisuga mellivora,White-necked Jacobin,null,1,null,null
247,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,0,null,null
248,UTPL_A0290,60,Formicarius nigricapillus,Black-headed Antthrush,null,0,null,null
249,UTPL_A0291,60,Formicarius rufipectus,Rufous-breasted Antthrush,null,1,null,null
250,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
251,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,1,null,null
252,UTPL_A0294,38,Fulica ardesiaca,Slate-colored Coot,null,0,null,null
253,UTPL_A0295,73,Furnarius cinnamomeus,Pale-legged Hornero,null,1,BT,null
254,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,0,BT ssp,null
255,UTPL_A0297,104,Galbula ruficauda,Rufous-tailed Jacamar,null,1,null,null
256,UTPL_A0300,40,Gallinago jamesoni,Andean Snipe,null,1,null,null
257,UTPL_A0302,38,Gallinula galeata,Common Gallinule,null,0,null,null
258,UTPL_A0303,37,Gampsonyx swainsonii,Pearl Kite,null,1,null,null
259,UTPL_A0304,92,Gelochelidon nilotica,Gull-billed Tern,Sterna nilotica,0,null,null
260,UTPL_A0306,61,Geositta peruviana,Coastal miner ,null,0,null,null
261,UTPL_A0307,77,Geothlypis aequinoctialis,Masked Yellowthroat,null,1,BT,null
262,UTPL_A0308,77,Geothlypis semiflava,Olive-crowned Yellowthroat,null,1,null,null
263,UTPL_A0309,41,Zentrygon frenata,White-throated Quail-Dove,null,1,null,null
264,UTPL_A0310,41,Geotrygon montana,Ruddy Quail-Dove,null,1,null,null
265,UTPL_A0311,37,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,null,1,null,null
266,UTPL_A0312,37,Geranoaetus polyosoma,Variable Hawk,Buteo polyosoma,1,null,null
267,UTPL_A0313,37,Geranospiza caerulescens,Crane Hawk,null,1,null,null
268,UTPL_A0315,43,Glaucidium jardinii,Andean Pygmy-Owl,null,1,null,null
269,UTPL_A0317,43,Glaucidium peruanum,Peruvian Pygmy-Owl,null,1,BT,null
270,UTPL_A0318,48,Glaucis aeneus,Bronzy Hermit,null,0,null,null
271,UTPL_A0319,61,Glyphorynchus spirurus,Wedge-billed Woodcreeper,null,1,null,null
272,UTPL_A0320,59,Grallaria guatimalensis,Scaled Antpitta,null,1,null,null
273,UTPL_A0321,59,Grallaria haplonota,Plain-backed Antpitta,null,1,null,null
274,UTPL_A0322,59,Grallaria nuchalis,Chestnut-naped Antpitta,null,1,null,null
275,UTPL_A0323,59,Grallaria quitensis,Tawny Antpitta,null,1,null,null
276,UTPL_A0324,59,Grallaria ruficapilla,Chestnut-crowned Antpitta,null,1,null,null
277,UTPL_A0325,59,Grallaria rufula,Rufous Antpitta,null,1,null,null
278,UTPL_A0326,59,Grallaria squamigera,Undulated Antpitta,null,1,null,null
279,UTPL_A0327,59,Grallaria watkinsi,Watkins� Antpitta,null,3,S-SO,null
